"speciesid","probability","loiczid"
"Kew-308090",0.8,120112
"SLB-159390",1,120833
"Kew-308804",1,120833
"Kew-293259",1,120833
"Kew-308090",0.8,120833
"SLB-159390",1,120113
"Kew-293259",1,120113
"Kew-308090",0.55,120113
"SLB-159390",0.85,120114
"Kew-293259",1,120114
"Kew-308090",0.45,120114
"SLB-159390",1,120836
"Kew-308804",1,120836
"Kew-293259",1,120836
"SLB-159390",1,120115
"Kew-308804",1,120115
"Kew-293259",1,120115
"Kew-308090",1,120115
"SLB-159390",1,120116
"Kew-308804",1,120116
"Kew-293259",1,120116
"Kew-308090",0.16,120116
"SLB-159390",1,120837
"Kew-308804",1,120837
"Kew-293259",1,120837
"Kew-308090",0.56,120837
"SLB-159390",1,120838
"Kew-293259",1,120838
"Kew-308090",1,120838
"SLB-159390",1,120117
"Kew-308804",1,120117
"Kew-293259",1,120117
"Kew-308090",1,120117
"SLB-159390",1,120118
"Kew-293259",1,120118
"Kew-308090",1,120118
"SLB-159390",1,119394
"Kew-308804",1,119394
"Kew-293259",1,119394
"Kew-308090",0.8,119394
"SLB-159390",1,118674
"Kew-308804",1,118674
"Kew-293259",1,118674
"Kew-308090",0.74,118674
"SLB-159390",1,119395
"Kew-308804",1,119395
"Kew-293259",1,119395
"Kew-308090",0.89,119395
"SLB-159390",1,119396
"Kew-308804",1,119396
"Kew-293259",1,119396
"Kew-308090",0.95,119396
"Kew-293259",0.55,118675
"SLB-159390",1,119397
"Kew-308804",1,119397
"Kew-293259",1,119397
"Kew-308090",1,119397
"SLB-159390",1,119398
"Kew-308804",1,119398
"Kew-293259",1,119398
"Kew-308090",0.75,119398
"SLB-159390",1,118677
"Kew-308804",1,118677
"Kew-293259",1,118677
"Kew-308090",1,118677
"SLB-159390",1,118678
"Kew-308804",1,118678
"Kew-293259",1,118678
"Kew-308090",0.91,118678
"Kew-293259",0.69,117951
"SLB-159390",1,117954
"Kew-293259",1,117954
"Kew-308090",0.75,117954
"Kew-293259",0.62,117955
"SLB-159390",1,117956
"Kew-308804",1,117956
"Kew-293259",1,117956
"Kew-308090",1,117956
"SLB-159390",0.75,117235
"Kew-293259",1,117235
"Kew-308090",0.36,117235
"SLB-159390",1,117236
"Kew-308804",1,117236
"Kew-293259",1,117236
"Kew-308090",0.81,117236
"SLB-159390",1,117237
"Kew-308804",1,117237
"Kew-293259",1,117237
"Kew-308090",1,117237
"SLB-159390",1,117240
"Kew-308804",1,117240
"Kew-293259",1,117240
"Kew-308090",0.97,117240
"SLB-159390",1,116516
"Kew-308804",0.18,116516
"Kew-293259",1,116516
"Kew-308090",0.62,116516
"SLB-159390",1,116517
"Kew-308804",1,116517
"Kew-293259",1,116517
"Kew-308090",0.73,116517
"SLB-159390",1,116518
"Kew-308804",1,116518
"Kew-293259",1,116518
"Kew-308090",1,116518
"SLB-159390",0.27,115797
"Kew-293259",0.83,115797
"SLB-159390",1,115798
"Kew-308804",1,115798
"Kew-293259",1,115798
"Kew-308090",0.72,115798
"SLB-159390",1,115799
"Kew-308804",1,115799
"Kew-293259",1,115799
"Kew-308090",1,115799
"SLB-159390",0.94,129481
"Kew-308804",0.96,129481
"Kew-293259",1,129481
"Kew-308090",0.83,129481
"SLB-159390",0.94,129482
"Kew-308804",0.96,129482
"Kew-293259",1,129482
"Kew-308090",1,129482
"SLB-159390",0.94,128761
"Kew-308804",0.96,128761
"Kew-293259",1,128761
"Kew-308090",1,128761
"SLB-159390",0.94,128762
"Kew-308804",0.09,128762
"Kew-293259",1,128762
"Kew-308090",0.62,128762
"SLB-159390",0.93,129483
"Kew-308804",0.95,129483
"Kew-293259",0.99,129483
"Kew-308090",1,129483
"SLB-159390",0.93,129484
"Kew-308804",0.95,129484
"Kew-293259",0.99,129484
"Kew-308090",1,129484
"SLB-159390",0.19,128763
"Kew-308804",0.09,128763
"Kew-293259",0.99,128763
"Kew-308090",0.62,128763
"SLB-159390",0.18,128764
"Kew-293259",0.99,128764
"Kew-308090",0.57,128764
"SLB-159390",0.94,129485
"Kew-308804",0.96,129485
"Kew-293259",1,129485
"Kew-308090",0.71,129485
"SLB-159390",0.78,129486
"Kew-293259",1,129486
"Kew-308090",0.44,129486
"SLB-159390",0.18,128765
"Kew-293259",1,128765
"Kew-308090",0.55,128765
"SLB-159390",0.32,128766
"Kew-293259",1,128766
"Kew-308090",0.47,128766
"SLB-159390",0.96,129487
"Kew-308804",0.99,129487
"Kew-293259",1,129487
"Kew-308090",0.81,129487
"SLB-159390",0.96,129488
"Kew-308804",0.99,129488
"Kew-293259",1,129488
"Kew-308090",1,129488
"SLB-159390",0.87,128767
"Kew-293259",1,128767
"Kew-308090",0.51,128767
"SLB-159390",0.96,128768
"Kew-308804",0.99,128768
"Kew-293259",1,128768
"Kew-308090",1,128768
"SLB-159390",1,129489
"Kew-308804",1,129489
"Kew-293259",1,129489
"Kew-308090",1,129489
"SLB-159390",1,129490
"Kew-308804",1,129490
"Kew-293259",1,129490
"Kew-308090",1,129490
"SLB-159390",1,128769
"Kew-308804",1,128769
"Kew-293259",1,128769
"Kew-308090",1,128769
"SLB-159390",1,128770
"Kew-308804",1,128770
"Kew-293259",1,128770
"Kew-308090",1,128770
"SLB-159390",0.95,128041
"Kew-308804",0.97,128041
"Kew-293259",1,128041
"Kew-308090",1,128041
"SLB-159390",0.95,128042
"Kew-308804",0.97,128042
"Kew-293259",1,128042
"Kew-308090",1,128042
"SLB-159390",0.93,128043
"Kew-308804",0.95,128043
"Kew-293259",0.99,128043
"Kew-308090",0.74,128043
"SLB-159390",0.93,128044
"Kew-308804",0.95,128044
"Kew-293259",0.99,128044
"Kew-308090",1,128044
"SLB-159390",0.94,128045
"Kew-308804",0.96,128045
"Kew-293259",1,128045
"Kew-308090",0.7,128045
"SLB-159390",0.94,128046
"Kew-308804",0.96,128046
"Kew-293259",1,128046
"Kew-308090",0.89,128046
"SLB-159390",0.96,128047
"Kew-308804",0.98,128047
"Kew-293259",1,128047
"Kew-308090",0.8,128047
"SLB-159390",1,128049
"Kew-308804",1,128049
"Kew-293259",1,128049
"Kew-308090",1,128049
"SLB-159390",1,128050
"Kew-308804",1,128050
"Kew-293259",1,128050
"Kew-308090",1,128050
"SLB-159390",1,127330
"Kew-308804",1,127330
"Kew-293259",1,127330
"Kew-308090",1,127330
"SLB-159390",0.7,123001
"Kew-293259",1,123001
"Kew-308090",0.33,123001
"SLB-159390",1,128773
"Kew-308804",1,128773
"Kew-293259",1,128773
"Kew-308090",1,128773
"SLB-159390",1,129495
"Kew-308804",1,129495
"Kew-293259",1,129495
"Kew-308090",1,129495
"SLB-159390",1,129496
"Kew-308804",1,129496
"Kew-293259",0.9,129496
"Kew-308090",1,129496
"SLB-159390",1,128775
"Kew-308804",1,128775
"Kew-293259",1,128775
"Kew-308090",1,128775
"SLB-159390",1,128776
"Kew-308804",1,128776
"Kew-293259",1,128776
"Kew-308090",0.38,128776
"SLB-159390",1,129497
"Kew-308804",1,129497
"Kew-293259",0.9,129497
"Kew-308090",1,129497
"SLB-159390",1,129498
"Kew-308804",1,129498
"Kew-293259",0.72,129498
"Kew-308090",0.95,129498
"SLB-159390",1,128777
"Kew-308804",1,128777
"Kew-293259",0.72,128777
"Kew-308090",0.95,128777
"SLB-159390",1,128778
"Kew-308804",1,128778
"Kew-293259",0.72,128778
"Kew-308090",0.84,128778
"SLB-159390",0.98,129499
"Kew-308804",1,129499
"Kew-293259",0.72,129499
"Kew-308090",0.95,129499
"SLB-159390",0.98,129500
"Kew-308804",1,129500
"Kew-293259",0.72,129500
"Kew-308090",0.95,129500
"SLB-159390",0.98,128779
"Kew-308804",1,128779
"Kew-293259",0.72,128779
"Kew-308090",0.95,128779
"SLB-159390",1,128051
"Kew-308804",1,128051
"Kew-293259",1,128051
"Kew-308090",1,128051
"SLB-159390",1,127331
"Kew-308804",1,127331
"Kew-293259",0.98,127331
"Kew-308090",1,127331
"SLB-159390",1,128053
"Kew-308804",1,128053
"Kew-293259",0.93,128053
"Kew-308090",1,128053
"SLB-159390",1,128055
"Kew-308804",1,128055
"Kew-293259",0.93,128055
"Kew-308090",1,128055
"SLB-159390",1,128056
"Kew-308804",1,128056
"Kew-293259",0.77,128056
"SLB-159390",1,127336
"Kew-308804",1,127336
"Kew-293259",0.77,127336
"Kew-308090",0.98,127336
"SLB-159390",1,128057
"Kew-308804",1,128057
"Kew-293259",0.64,128057
"Kew-308090",0.87,128057
"SLB-159390",1,128058
"Kew-308804",1,128058
"Kew-293259",0.64,128058
"Kew-308090",0.87,128058
"SLB-159390",1,127337
"Kew-308804",1,127337
"Kew-293259",0.77,127337
"Kew-308090",1,127337
"SLB-159390",1,127338
"Kew-308804",1,127338
"Kew-293259",0.64,127338
"Kew-308090",0.87,127338
"SLB-159390",1,126611
"Kew-308804",1,126611
"Kew-293259",0.98,126611
"Kew-308090",1,126611
"SLB-159390",0.69,125891
"Kew-293259",0.98,125891
"Kew-308090",0.31,125891
"SLB-159390",0.76,125892
"Kew-293259",0.98,125892
"Kew-308090",0.38,125892
"SLB-159390",1,126616
"Kew-308804",1,126616
"Kew-293259",0.77,126616
"Kew-308090",0.98,126616
"SLB-159390",1,126617
"Kew-308804",1,126617
"Kew-293259",0.77,126617
"Kew-308090",1,126617
"SLB-159390",1,126618
"Kew-308804",1,126618
"Kew-293259",0.64,126618
"Kew-308090",0.87,126618
"SLB-159390",1,125897
"Kew-308804",1,125897
"Kew-293259",0.75,125897
"Kew-308090",0.98,125897
"SLB-159390",1,125898
"Kew-308804",1,125898
"Kew-293259",0.75,125898
"Kew-308090",0.98,125898
"SLB-159390",0.25,125172
"Kew-293259",0.76,125172
"Kew-293259",0.57,124451
"Kew-293259",0.58,124452
"SLB-159390",0.68,124454
"Kew-293259",0.87,124454
"Kew-308090",0.3,124454
"Kew-293259",0.44,123011
"Kew-293259",0.45,123012
"SLB-159390",0.4,123734
"Kew-293259",0.75,123734
"Kew-308090",0.02,123734
"SLB-159390",0.13,123014
"Kew-293259",0.66,123014
"SLB-159390",0.09,123015
"Kew-293259",0.62,123015
"SLB-159390",1,122281
"Kew-308804",1,122281
"Kew-293259",1,122281
"Kew-308090",0.96,122281
"SLB-159390",1,122282
"Kew-308804",1,122282
"Kew-293259",1,122282
"Kew-308090",1,122282
"SLB-159390",1,121561
"Kew-308804",1,121561
"Kew-293259",1,121561
"Kew-308090",0.13,121561
"SLB-159390",1,121562
"Kew-308804",1,121562
"Kew-293259",1,121562
"Kew-308090",0.63,121562
"SLB-159390",1,121563
"Kew-308804",1,121563
"Kew-293259",1,121563
"Kew-308090",1,121563
"SLB-159390",1,121564
"Kew-308804",0.09,121564
"Kew-293259",1,121564
"Kew-308090",0.62,121564
"Kew-293259",0.61,121570
"SLB-159390",1,120841
"Kew-308804",1,120841
"Kew-293259",1,120841
"Kew-308090",1,120841
"SLB-159390",1,120842
"Kew-308804",1,120842
"Kew-293259",1,120842
"SLB-159390",1,120122
"Kew-293259",1,120122
"Kew-308090",1,120122
"SLB-159390",1,120843
"Kew-308804",1,120843
"Kew-293259",1,120843
"Kew-308090",0.03,120843
"SLB-159390",0.96,120844
"Kew-293259",1,120844
"Kew-308090",0.57,120844
"SLB-159390",1,120123
"Kew-308804",1,120123
"Kew-293259",1,120123
"Kew-308090",0.29,120123
"SLB-159390",1,120124
"Kew-308804",1,120124
"Kew-293259",1,120124
"Kew-308090",1,120124
"SLB-159390",1,120845
"Kew-308804",1,120845
"Kew-293259",1,120845
"Kew-308090",1,120845
"SLB-159390",1,120125
"Kew-308804",1,120125
"Kew-293259",1,120125
"Kew-308090",1,120125
"SLB-159390",0.13,120849
"Kew-293259",0.77,120849
"Kew-293259",0.54,120850
"Kew-293259",0.62,120129
"SLB-159390",1,119404
"Kew-308804",1,119404
"Kew-293259",1,119404
"Kew-308090",1,119404
"SLB-159390",1,119405
"Kew-308804",1,119405
"Kew-293259",1,119405
"Kew-308090",1,119405
"SLB-159390",0.36,119406
"Kew-293259",0.86,119406
"SLB-159390",1,118685
"Kew-308804",1,118685
"Kew-293259",1,118685
"Kew-308090",1,118685
"SLB-159390",1,118686
"Kew-308804",1,118686
"Kew-293259",1,118686
"Kew-308090",1,118686
"SLB-159390",1,119407
"Kew-308804",1,119407
"Kew-293259",1,119407
"Kew-308090",1,119407
"SLB-159390",0.71,119408
"SLB-159390",1,118687
"Kew-308804",1,118687
"Kew-293259",1,118687
"Kew-308090",1,118687
"SLB-159390",1,118688
"Kew-308804",1,118688
"Kew-293259",1,118688
"Kew-308090",1,118688
"SLB-159390",1,119409
"Kew-308804",1,119409
"Kew-293259",1,119409
"Kew-308090",0.94,119409
"SLB-159390",1,118689
"Kew-308804",1,118689
"Kew-293259",1,118689
"Kew-308090",1,118689
"SLB-159390",0.84,117241
"Kew-293259",1,117241
"Kew-308090",0.46,117241
"SLB-159390",1,117965
"Kew-308804",1,117965
"Kew-293259",1,117965
"Kew-308090",1,117965
"SLB-159390",1,117966
"Kew-308804",1,117966
"Kew-293259",1,117966
"Kew-308090",0.6,117966
"SLB-159390",1,117967
"Kew-308804",1,117967
"Kew-293259",1,117967
"Kew-308090",1,117967
"SLB-159390",1,117968
"Kew-308804",1,117968
"Kew-293259",1,117968
"Kew-308090",1,117968
"SLB-159390",1,117247
"Kew-308804",1,117247
"Kew-293259",1,117247
"Kew-308090",0.94,117247
"SLB-159390",1,117248
"Kew-308804",1,117248
"Kew-293259",1,117248
"Kew-308090",1,117248
"SLB-159390",0.84,117969
"Kew-293259",1,117969
"Kew-308090",0.46,117969
"SLB-159390",1,117249
"Kew-308804",1,117249
"Kew-293259",1,117249
"Kew-308090",1,117249
"SLB-159390",0.94,117250
"Kew-293259",0.67,117250
"Kew-308090",0.49,117250
"SLB-159390",1,116522
"Kew-308804",1,116522
"Kew-293259",1,116522
"Kew-308090",0.76,116522
"SLB-159390",0.79,115803
"Kew-293259",1,115803
"Kew-308090",0.41,115803
"SLB-159390",1,116526
"Kew-308804",1,116526
"Kew-293259",1,116526
"Kew-308090",1,116526
"SLB-159390",0.81,115805
"Kew-293259",1,115805
"Kew-308090",0.42,115805
"SLB-159390",1,115806
"Kew-308804",1,115806
"Kew-293259",1,115806
"Kew-308090",1,115806
"SLB-159390",1,116527
"Kew-308804",1,116527
"Kew-293259",1,116527
"Kew-308090",1,116527
"SLB-159390",1,116528
"Kew-308804",1,116528
"Kew-293259",1,116528
"Kew-308090",1,116528
"SLB-159390",1,115807
"Kew-308804",1,115807
"Kew-293259",1,115807
"Kew-308090",0.97,115807
"SLB-159390",1,115808
"Kew-308804",1,115808
"Kew-293259",1,115808
"Kew-308090",1,115808
"SLB-159390",1,116530
"Kew-308804",1,116530
"Kew-293259",0.67,116530
"Kew-308090",0.89,116530
"SLB-159390",1,115809
"Kew-308804",1,115809
"Kew-293259",1,115809
"Kew-308090",1,115809
"SLB-159390",1,115810
"Kew-308804",1,115810
"Kew-293259",0.67,115810
"Kew-308090",0.89,115810
"Kew-293259",0.47,122291
"Kew-293259",0.4,122292
"Kew-293259",0.62,121571
"Kew-293259",0.44,121572
"Kew-293259",0.52,121574
"Kew-293259",0.52,120851
"SLB-159390",0.12,120852
"Kew-293259",0.71,120852
"Kew-293259",0.39,120131
"SLB-159390",0.69,120132
"Kew-293259",0.93,120132
"Kew-308090",0.3,120132
"Kew-293259",0.63,120853
"Kew-293259",0.49,120133
"Kew-293259",0.4,119412
"Kew-293259",0.4,119413
"Kew-293259",0.13,119414
"Kew-293259",0.45,118693
"Kew-293259",0.11,118694
"Kew-293259",0.24,117251
"Kew-293259",0.3,117973
"Kew-293259",0.26,117253
"SLB-159390",1,116531
"Kew-308804",1,116531
"Kew-293259",0.67,116531
"Kew-308090",0.89,116531
"Kew-293259",0.45,116532
"SLB-159390",1,115811
"Kew-308804",1,115811
"Kew-293259",0.67,115811
"Kew-308090",0.89,115811
"Kew-293259",0.33,115812
"Kew-293259",0.29,116533
"Kew-293259",0.41,115813
"SLB-159390",0.96,129501
"Kew-308804",0.98,129501
"Kew-293259",0.75,129501
"Kew-308090",0.98,129501
"SLB-159390",0.96,129502
"Kew-308804",0.98,129502
"Kew-293259",0.75,129502
"Kew-308090",0.84,129502
"SLB-159390",0.96,128782
"Kew-308804",0.98,128782
"Kew-293259",0.75,128782
"Kew-308090",0.98,128782
"SLB-159390",0.94,129503
"Kew-308804",0.96,129503
"Kew-293259",0.75,129503
"Kew-308090",0.98,129503
"SLB-159390",0.94,128783
"Kew-308804",0.96,128783
"Kew-293259",0.75,128783
"Kew-308090",0.98,128783
"SLB-159390",0.92,128789
"Kew-293259",0.71,128789
"Kew-308090",0.57,128789
"SLB-159390",0.95,128063
"Kew-308804",0.97,128063
"Kew-293259",0.69,128063
"Kew-308090",0.91,128063
"SLB-159390",0.85,125904
"Kew-293259",0.68,125904
"Kew-308090",0.45,125904
"Kew-293259",0.38,125184
"Kew-293259",0.29,123025
"Kew-293259",0.26,122305
"Kew-293259",0.32,120149
"SLB-159390",0.4,119429
"Kew-293259",0.84,119429
"Kew-308090",0.02,119429
"Kew-293259",0.2,119430
"SLB-159390",0.19,118709
"Kew-293259",0.76,118709
"Kew-293259",0.36,118710
"Kew-293259",0.39,117990
"Kew-293259",0.26,117995
"Kew-293259",0.25,117996
"Kew-293259",0.28,117275
"Kew-293259",0.24,117276
"Kew-293259",0.19,116557
"Kew-293259",0.17,115837
"Kew-293259",0.16,115840
"Kew-293259",0.29,120167
"Kew-293259",0.26,119448
"Kew-293259",0.27,119450
"Kew-293259",0.26,118730
"Kew-293259",0.24,118001
"Kew-293259",0.25,118010
"Kew-293259",0.27,117290
"Kew-293259",0.22,121611
"Kew-293259",0.32,120179
"Kew-293259",0.26,118732
"Kew-293259",0.38,119453
"Kew-293259",0.24,118733
"Kew-293259",0.24,118736
"Kew-293259",0.37,118738
"Kew-293259",0.28,119459
"Kew-293259",0.28,118739
"Kew-293259",0.24,118011
"Kew-293259",0.21,118012
"Kew-293259",0.25,118016
"Kew-293259",0.39,118018
"Kew-293259",0.37,117298
"Kew-293259",0.33,117300
"Kew-293259",0.19,116577
"SLB-159390",0.28,128110
"Kew-293259",0.41,128110
"Kew-293259",0.27,124510
"Kew-293259",0.32,124511
"Kew-293259",0.3,122348
"Kew-293259",0.46,121628
"Kew-293259",0.24,120186
"SLB-159390",0.23,119464
"Kew-293259",0.59,119464
"Kew-293259",0.37,118744
"Kew-293259",0.19,119465
"Kew-293259",0.18,118745
"Kew-293259",0.31,117301
"Kew-293259",0.2,118024
"Kew-293259",0.18,117303
"Kew-293259",0.38,117304
"Kew-293259",0.24,117305
"Kew-293259",0.27,118029
"Kew-293259",0.44,121635
"Kew-293259",0.33,120196
"Kew-293259",0.46,120197
"Kew-293259",0.29,118751
"Kew-293259",0.21,119476
"Kew-293259",0.22,119477
"SLB-159390",0.11,123098
"Kew-293259",0.42,123098
"Kew-293259",0.41,122366
"Kew-293259",0.45,122367
"Kew-293259",0.36,120922
"Kew-293259",0.15,115882
"Kew-293259",0.13,115883
"Kew-293259",0.36,121657
"Kew-293259",0.33,121659
"Kew-293259",0.35,121660
"Kew-293259",0.3,120939
"Kew-293259",0.35,120940
"SLB-159390",0.02,119498
"Kew-293259",0.53,119498
"Kew-293259",0.38,118777
"Kew-293259",0.22,118778
"Kew-293259",0.22,118779
"Kew-293259",0.19,117332
"Kew-293259",0.19,117333
"Kew-293259",0.22,117336
"Kew-293259",0.33,118057
"Kew-293259",0.47,116612
"Kew-293259",0.37,116614
"SLB-159390",0.06,116615
"Kew-293259",0.49,116615
"Kew-293259",0.27,116616
"Kew-293259",0.15,116620
"Kew-293259",0.12,115899
"Kew-293259",0.17,115900
"SLB-159390",1,128866
"Kew-308090",0.02,128866
"SLB-159390",0.97,129587
"Kew-308090",0.01,129587
"SLB-159390",0.9,129588
"Kew-308090",0.01,129588
"SLB-159390",1,128867
"Kew-308804",0.54,128867
"Kew-308090",0.02,128867
"SLB-159390",0.86,128868
"Kew-308090",0.01,128868
"SLB-159390",0.87,128146
"Kew-308090",0.04,128146
"SLB-159390",1,127426
"Kew-308804",1,127426
"Kew-308090",0.08,127426
"SLB-159390",1,128147
"Kew-308804",0.45,128147
"Kew-308090",0.06,128147
"SLB-159390",1,127427
"Kew-308804",1,127427
"Kew-308090",0.07,127427
"SLB-159390",0.66,126706
"Kew-308090",0.05,126706
"SLB-159390",0.57,126707
"Kew-308090",0.03,126707
"SLB-159390",0.85,125266
"Kew-293259",0.11,125266
"Kew-308090",0.14,125266
"SLB-159390",0.3,125267
"Kew-293259",0.1,125267
"Kew-293259",0.25,121665
"Kew-293259",0.3,120944
"Kew-293259",0.29,120945
"Kew-293259",0.3,119503
"Kew-293259",0.36,119504
"Kew-293259",0.38,117342
"Kew-293259",0.22,118063
"Kew-293259",0.25,117343
"Kew-293259",0.14,116621
"Kew-293259",0.12,115901
"Kew-293259",0.7,114999
"Kew-293259",0.3,115000
"Kew-293259",0.71,114280
"Kew-293259",0.59,113560
"Kew-293259",0.76,112840
"Kew-293259",0.95,112120
"Kew-293259",1,115001
"Kew-293259",1,114281
"Kew-293259",1,113561
"Kew-293259",1,112121
"Kew-293259",0.93,111401
"Kew-293259",1,110682
"Kew-293259",1,115025
"Kew-293259",1,115026
"Kew-293259",1,114305
"Kew-293259",1,114306
"Kew-293259",1,113585
"Kew-293259",1,113586
"Kew-293259",1,112865
"Kew-293259",1,112866
"Kew-293259",0.85,113587
"Kew-293259",0.85,113588
"Kew-293259",0.85,112867
"Kew-293259",0.75,112145
"Kew-293259",0.75,112146
"Kew-293259",0.75,111425
"Kew-293259",0.75,111426
"Kew-293259",0.45,112147
"Kew-293259",0.45,112148
"Kew-293259",0.45,111427
"Kew-293259",0.38,110706
"Kew-293259",0.38,109986
"Kew-293259",0.3,115036
"Kew-293259",0.3,114316
"Kew-293259",0.3,115037
"Kew-293259",0.22,115038
"Kew-293259",0.3,114317
"Kew-293259",0.3,114318
"SLB-159390",0.84,115039
"Kew-308804",0.85,115039
"Kew-293259",0.38,115039
"SLB-159390",0.84,115040
"Kew-308804",0.85,115040
"Kew-293259",0.38,115040
"SLB-159390",0.84,114319
"Kew-308804",0.85,114319
"Kew-293259",0.38,114319
"SLB-159390",0.84,114320
"Kew-308804",0.85,114320
"Kew-293259",0.38,114320
"Kew-293259",0.57,113595
"Kew-293259",0.55,113596
"Kew-293259",0.57,112875
"Kew-293259",0.57,112876
"Kew-293259",0.57,113597
"Kew-293259",0.57,113598
"Kew-293259",0.57,112877
"Kew-293259",0.57,112878
"SLB-159390",0.73,113600
"Kew-308804",0.73,113600
"SLB-159390",0.73,112880
"Kew-308804",0.73,112880
"Kew-293259",0.11,112155
"Kew-293259",0.11,112156
"Kew-293259",0.11,111435
"Kew-293259",0.11,111436
"Kew-293259",0.11,112157
"Kew-293259",0.11,112158
"Kew-293259",0.11,111437
"Kew-293259",0.11,111438
"SLB-159390",0.21,112160
"Kew-308804",0.2,112160
"SLB-159390",0.28,111440
"Kew-308804",0.24,111440
"SLB-159390",0.82,115041
"Kew-293259",0.38,115041
"SLB-159390",0.7,115046
"Kew-308804",0.71,115046
"SLB-159390",0.7,114326
"SLB-159390",0.72,115047
"Kew-308804",0.71,115047
"SLB-159390",0.82,115048
"Kew-308804",0.82,115048
"Kew-293259",0.29,115048
"SLB-159390",0.72,114327
"Kew-308804",0.71,114327
"SLB-159390",0.72,114328
"Kew-308804",0.71,114328
"SLB-159390",0.82,115049
"Kew-308804",0.82,115049
"Kew-293259",0.29,115049
"SLB-159390",0.82,115050
"Kew-308804",0.82,115050
"Kew-293259",0.29,115050
"SLB-159390",0.82,114329
"Kew-308804",0.82,114329
"Kew-293259",0.29,114329
"SLB-159390",0.1,112882
"SLB-159390",0.69,113606
"Kew-308804",0.7,113606
"SLB-159390",0.67,112885
"Kew-308804",0.67,112885
"SLB-159390",0.67,112886
"Kew-308804",0.67,112886
"SLB-159390",0.71,113607
"Kew-308804",0.71,113607
"SLB-159390",0.71,113608
"Kew-308804",0.71,113608
"SLB-159390",0.71,112887
"Kew-308804",0.71,112887
"SLB-159390",0.29,112161
"Kew-308804",0.24,112161
"SLB-159390",0.25,112162
"SLB-159390",0.16,111441
"Kew-308804",0.15,111441
"SLB-159390",0.29,111442
"Kew-308804",0.24,111442
