"speciesid","probability","loiczid"
"SLB-159390",1,114689
"Kew-308804",0.75,114689
"Kew-288211",1,114689
"Kew-308879",1,114689
"SLB-173431",1,114689
"SLB-159390",1,113970
"Kew-308804",0.82,113970
"Kew-288211",0.89,113970
"Kew-308879",0.61,113970
"SLB-173431",1,113970
"SLB-159390",0.43,113250
"Kew-288211",0.09,109641
"Kew-308879",0.58,109641
"Kew-288211",0.16,103898
"Kew-308879",0.62,103898
"Kew-288211",0.24,103897
"Kew-308879",0.67,103897
"Kew-288211",0.33,103180
"Kew-308879",0.72,103180
"Kew-288211",0.36,103179
"Kew-308879",0.74,103179
"Kew-288211",0.11,103178
"Kew-308879",0.59,103178
"Kew-288211",0.01,103177
"Kew-308879",0.53,103177
"Kew-288211",0.06,102457
"Kew-308879",0.56,102457
"Kew-288211",0.13,103176
"Kew-308879",0.6,103176
"Kew-288211",0.24,103175
"Kew-308879",0.67,103175
"Kew-288211",0.11,102456
"Kew-308879",0.59,102456
"SLB-159390",0.1,102455
"Kew-288211",0.52,102455
"Kew-308879",0.84,102455
"SLB-173431",0.1,102455
"Kew-288211",0.42,103174
"Kew-308879",0.77,103174
"Kew-288211",0.27,103173
"Kew-308879",0.69,103173
"Kew-308879",0.5,102454
"Kew-288211",0.01,102453
"Kew-308879",0.53,102453
"Kew-288211",0.07,103172
"Kew-308879",0.57,103172
"Kew-288211",0.01,103171
"Kew-308879",0.53,103171
"Kew-308879",0.51,102452
"Kew-288211",0.06,101020
"Kew-308879",0.48,101020
"Kew-288211",0.03,101019
"Kew-308879",0.45,101019
"Kew-308879",0.35,101018
"Kew-288211",0.09,101017
"Kew-308879",0.46,101017
"Kew-288211",0.15,101735
"Kew-308879",0.51,101735
"Kew-288211",0.34,101016
"Kew-308879",0.62,101016
"Kew-288211",0.19,101015
"Kew-308879",0.53,101015
"Kew-308879",0.35,101014
"Kew-308879",0.39,101011
"Kew-288211",0.37,106763
"Kew-308879",0.75,106763
"Kew-288211",0.14,106761
"Kew-308879",0.61,106761
"Kew-288211",0.17,105324
"Kew-308879",0.63,105324
"Kew-288211",0.07,103888
"Kew-308879",0.56,103888
"SLB-159390",0.14,103887
"Kew-288211",0.55,103887
"Kew-308879",0.86,103887
"SLB-173431",0.14,103887
"SLB-159390",0.2,103886
"Kew-288211",0.6,103886
"Kew-308879",0.89,103886
"SLB-173431",0.2,103886
"SLB-159390",0.09,103885
"Kew-288211",0.51,103885
"Kew-308879",0.83,103885
"SLB-173431",0.1,103885
"Kew-308879",0.18,104604
"SLB-159390",0.35,104603
"Kew-288211",0.73,104603
"Kew-308879",0.97,104603
"SLB-173431",0.35,104603
"Kew-308879",0.51,103168
"Kew-288211",0.1,103167
"Kew-308879",0.58,103167
"Kew-288211",0.17,103166
"Kew-308879",0.62,103166
"Kew-288211",0.26,103165
"Kew-308879",0.68,103165
"Kew-308879",0.39,102446
"Kew-308879",0.39,102445
"Kew-288211",0.04,103164
"Kew-308879",0.55,103164
"Kew-308879",0.41,102444
"Kew-308879",0.38,101010
"Kew-308879",0.38,101009
"Kew-308879",0.34,101008
"Kew-308879",0.37,101007
"Kew-308879",0.36,101006
"Kew-308879",0.41,101005
"Kew-308879",0.41,101001
"SLB-159390",0.54,114675
"Kew-288211",0.89,114675
"Kew-308879",1,114675
"SLB-173431",0.53,114675
"SLB-159390",1,114674
"Kew-308804",0.77,114674
"Kew-288211",1,114674
"Kew-308879",1,114674
"SLB-173431",1,114674
"SLB-159390",0.46,113954
"Kew-288211",0.82,113954
"Kew-308879",1,113954
"SLB-173431",0.45,113954
"SLB-159390",1,113953
"Kew-308804",0.77,113953
"Kew-288211",1,113953
"Kew-308879",0.93,113953
"SLB-173431",1,113953
"SLB-159390",0.31,113234
"Kew-308879",0.95,113234
"SLB-173431",0.32,113234
"SLB-159390",0.96,113233
"Kew-308804",0.65,113233
"Kew-288211",1,113233
"Kew-308879",0.99,113233
"SLB-173431",1,113233
"SLB-159390",0.48,112514
"Kew-288211",0.85,112514
"Kew-308879",1,112514
"SLB-173431",0.49,112514
"SLB-159390",0.96,112513
"Kew-308804",0.65,112513
"Kew-288211",1,112513
"Kew-308879",1,112513
"SLB-173431",1,112513
"Kew-288211",0.28,111798
"Kew-308879",0.69,111798
"Kew-288211",0.35,111797
"Kew-308879",0.73,111797
"Kew-288211",0.12,111077
"Kew-308879",0.59,111077
"Kew-288211",0.42,111795
"Kew-308879",0.77,111795
"Kew-308879",0.49,111076
"Kew-308879",0.05,111075
"SLB-159390",0.03,111794
"Kew-288211",0.45,111794
"Kew-308879",0.8,111794
"SLB-173431",0.03,111794
"SLB-159390",0.9,111793
"Kew-308804",0.56,111793
"Kew-288211",1,111793
"Kew-308879",1,111793
"SLB-173431",1,111793
"Kew-308879",0.33,111074
"SLB-159390",0.9,111073
"Kew-308804",0.56,111073
"Kew-288211",1,111073
"Kew-308879",1,111073
"SLB-173431",1,111073
"Kew-288211",0.08,109640
"Kew-308879",0.57,109640
"Kew-308879",0.49,110358
"Kew-288211",0.13,109638
"Kew-308879",0.6,109638
"Kew-288211",0.01,110356
"Kew-308879",0.53,110356
"Kew-308879",0.3,109636
"Kew-308879",0.18,109635
"Kew-308879",0.45,110354
"SLB-159390",0.92,110353
"Kew-308804",0.58,110353
"Kew-288211",1,110353
"Kew-308879",1,110353
"SLB-173431",1,110353
"Kew-288211",0.05,109634
"Kew-308879",0.55,109634
"SLB-159390",0.92,109633
"Kew-308804",0.58,109633
"Kew-288211",1,109633
"Kew-308879",1,109633
"SLB-173431",1,109633
"Kew-288211",0.4,108920
"Kew-308879",0.77,108920
"Kew-288211",0.05,108200
"Kew-308879",0.56,108200
"SLB-159390",0.26,108918
"Kew-288211",0.67,108918
"Kew-308879",0.93,108918
"SLB-173431",0.28,108918
"Kew-288211",0.04,108917
"Kew-308879",0.57,108917
"Kew-288211",0.07,108198
"Kew-308879",0.57,108198
"Kew-308879",0.21,108197
"Kew-308879",0.24,108916
"Kew-288211",0.28,108915
"Kew-308879",0.66,108915
"Kew-308879",0.26,108195
"Kew-288211",0.43,108914
"Kew-308879",0.74,108914
"SLB-159390",0.89,108194
"Kew-308804",0.54,108194
"Kew-288211",1,108194
"Kew-308879",1,108194
"SLB-173431",1,108194
"Kew-308804",1,114669
"Kew-308804",1,113228
"Kew-308804",1,112508
"Kew-308804",1,112507
"Kew-308804",1,111787
"Kew-308804",1,111786
"Kew-308804",1,111066
"Kew-308804",1,111065
"Kew-308804",1,110346
"Kew-308804",1,110345
"Kew-308804",1,110344
"Kew-308804",1,110343
"Kew-308804",1,110342
"Kew-308804",1,109622
"Kew-308804",1,109621
"Kew-308879",0.58,107479
"Kew-288211",0.08,106759
"Kew-308879",0.62,106759
"Kew-288211",0.1,107478
"Kew-308879",0.59,107478
"Kew-288211",0.35,107477
"Kew-308879",0.73,107477
"Kew-308879",0.09,106758
"Kew-308879",0.23,106757
"Kew-288211",0.09,107476
"Kew-308879",0.58,107476
"SLB-159390",0.11,107475
"Kew-288211",0.53,107475
"Kew-308879",0.84,107475
"SLB-173431",0.12,107475
"SLB-159390",0.23,106756
"Kew-288211",0.64,106756
"Kew-308879",0.91,106756
"SLB-173431",0.25,106756
"SLB-159390",0.07,106755
"Kew-288211",0.49,106755
"Kew-308879",0.82,106755
"SLB-173431",0.07,106755
"SLB-159390",0.89,107474
"Kew-308804",0.54,107474
"Kew-288211",1,107474
"Kew-308879",1,107474
"SLB-173431",1,107474
"SLB-159390",0.35,107473
"Kew-308804",0.54,107473
"Kew-288211",1,107473
"Kew-308879",1,107473
"SLB-173431",1,107473
"Kew-288211",0.12,106754
"Kew-308879",0.6,106754
"SLB-159390",0.16,106753
"Kew-288211",0.58,106753
"Kew-308879",0.87,106753
"SLB-173431",0.18,106753
"SLB-159390",0.64,107472
"Kew-288211",1,107472
"Kew-308879",1,107472
"SLB-173431",0.72,107472
"SLB-159390",0.48,106752
"Kew-288211",0.88,106752
"Kew-308879",1,106752
"SLB-173431",0.52,106752
"SLB-159390",0.07,106751
"Kew-288211",0.49,106751
"Kew-308879",0.82,106751
"SLB-173431",0.07,106751
"Kew-288211",0.17,106040
"Kew-308879",0.73,106040
"Kew-288211",0.09,106039
"Kew-308879",0.64,106039
"SLB-159390",0.39,105320
"Kew-288211",0.39,105320
"Kew-308879",1,105320
"SLB-173431",0.41,105320
"Kew-288211",0.21,105319
"Kew-308879",0.77,105319
"SLB-159390",0.04,106038
"Kew-288211",0.23,106038
"Kew-308879",0.81,106038
"SLB-173431",0.04,106038
"Kew-288211",0.43,106037
"Kew-308879",0.78,106037
"SLB-159390",0.29,105317
"Kew-288211",0.35,105317
"Kew-308879",0.95,105317
"SLB-173431",0.32,105317
"Kew-308879",0.39,106036
"Kew-308879",0.52,106035
"SLB-159390",0.18,105316
"SLB-159390",0.26,105315
"Kew-288211",0.33,105315
"Kew-308879",0.93,105315
"SLB-173431",0.28,105315
"Kew-288211",0.03,106034
"Kew-308879",0.54,106034
"SLB-159390",0.48,106033
"Kew-288211",0.44,106033
"Kew-308879",1,106033
"SLB-173431",0.52,106033
"SLB-159390",0.23,105314
"Kew-308879",0.68,105314
"SLB-173431",0.25,105314
"SLB-159390",0.91,106032
"SLB-173431",0.29,106032
"SLB-159390",0.91,106031
"Kew-288211",0.5,106031
"Kew-308879",1,106031
"SLB-173431",1,106031
"Kew-288211",0.24,104593
"Kew-308879",0.67,104593
"Kew-308879",0.41,101000
"Kew-308879",0.49,101718
"SLB-159390",0.62,106750
"Kew-288211",1,106750
"Kew-308879",1,106750
"SLB-173431",0.66,106750
"SLB-159390",0.93,106749
"Kew-308804",0.61,106749
"Kew-288211",1,106749
"Kew-308879",1,106749
"SLB-173431",1,106749
"SLB-159390",0.95,106748
"Kew-308804",0.64,106748
"Kew-288211",1,106748
"Kew-308879",1,106748
"SLB-173431",1,106748
"SLB-159390",0.95,106747
"Kew-308804",0.64,106747
"Kew-288211",1,106747
"Kew-308879",1,106747
"SLB-173431",1,106747
"SLB-159390",0.97,106746
"Kew-308804",0.67,106746
"Kew-288211",1,106746
"Kew-308879",1,106746
"SLB-173431",1,106746
"SLB-159390",0.97,106745
"Kew-308804",0.67,106745
"Kew-288211",1,106745
"Kew-308879",1,106745
"SLB-173431",1,106745
"SLB-159390",0.97,106744
"Kew-308804",0.67,106744
"Kew-288211",0.98,106744
"Kew-308879",0.99,106744
"SLB-173431",0.98,106744
"SLB-159390",0.97,106743
"Kew-308804",0.67,106743
"Kew-288211",0.98,106743
"Kew-308879",0.99,106743
"SLB-173431",0.98,106743
"SLB-159390",0.9,106030
"Kew-288211",0.5,106030
"Kew-308879",1,106030
"SLB-173431",0.96,106030
"SLB-159390",0.93,106029
"Kew-308804",0.61,106029
"Kew-288211",1,106029
"Kew-308879",1,106029
"SLB-173431",1,106029
"SLB-159390",0.4,105309
"Kew-288211",0.79,105309
"Kew-308879",1,105309
"SLB-173431",0.42,105309
"SLB-159390",0.95,106028
"Kew-308804",0.06,106028
"Kew-288211",1,106028
"Kew-308879",1,106028
"SLB-173431",1,106028
"SLB-159390",0.66,106027
"Kew-288211",1,106027
"Kew-308879",1,106027
"SLB-173431",0.69,106027
"SLB-159390",0.97,106025
"SLB-159390",0.97,105305
"Kew-308804",0.67,105305
"Kew-288211",1,105305
"Kew-308879",1,105305
"SLB-173431",1,105305
"SLB-159390",0.97,106024
"Kew-308804",0.67,106024
"Kew-288211",0.98,106024
"Kew-308879",0.99,106024
"SLB-173431",0.98,106024
"SLB-159390",0.97,106023
"Kew-308804",0.67,106023
"Kew-288211",0.98,106023
"Kew-308879",0.99,106023
"SLB-173431",0.98,106023
"SLB-159390",0.72,105304
"Kew-288211",0.98,105304
"Kew-308879",0.99,105304
"SLB-173431",0.73,105304
"Kew-288211",0.33,104586
"Kew-308879",0.72,104586
"SLB-159390",1,104585
"Kew-308804",0.73,104585
"Kew-288211",1,104585
"Kew-308879",1,104585
"SLB-173431",1,104585
"SLB-159390",1,103865
"Kew-308804",0.73,103865
"Kew-288211",1,103865
"Kew-308879",1,103865
"SLB-173431",1,103865
"SLB-159390",1,104584
"Kew-308804",0.73,104584
"Kew-288211",1,104584
"Kew-308879",1,104584
"SLB-173431",1,104584
"SLB-159390",1,103864
"Kew-308804",0.73,103864
"Kew-288211",1,103864
"Kew-308879",1,103864
"SLB-173431",1,103864
"Kew-288211",0.24,103146
"Kew-308879",0.67,103146
"SLB-159390",1,103145
"Kew-308804",0.78,103145
"Kew-288211",1,103145
"Kew-308879",1,103145
"SLB-173431",1,103145
"Kew-288211",0.3,102426
"Kew-308879",0.7,102426
"SLB-159390",1,102425
"Kew-308804",0.78,102425
"Kew-288211",1,102425
"Kew-308879",1,102425
"SLB-173431",1,102425
"SLB-159390",1,103144
"Kew-308804",0.78,103144
"Kew-288211",1,103144
"Kew-308879",1,103144
"SLB-173431",1,103144
"SLB-159390",1,102424
"Kew-308804",0.78,102424
"Kew-288211",1,102424
"Kew-308879",1,102424
"SLB-173431",1,102424
"Kew-288211",0.14,101706
"Kew-308879",0.61,101706
"SLB-159390",0.82,101705
"Kew-288211",1,101705
"Kew-308879",1,101705
"SLB-173431",0.9,101705
"Kew-288211",0.13,100986
"Kew-308879",0.6,100986
"SLB-159390",0.9,100985
"Kew-308804",0.81,100985
"Kew-288211",1,100985
"Kew-308879",1,100985
"SLB-173431",1,100985
"Kew-308804",0.94,109620
"Kew-308804",0.94,109619
"Kew-308804",0.93,109618
"Kew-308804",1,108898
"Kew-308804",1,108897
"Kew-308804",1,108896
"Kew-308804",1,108176
"Kew-308804",1,108175
"Kew-308804",1,107455
"Kew-308804",1,107454
"Kew-308804",1,106734
"Kew-308804",1,106733
"Kew-308804",1,106013
"Kew-308804",1,106012
"Kew-308804",1,106011
"SLB-159390",0.05,103137
"Kew-308804",0.52,103137
"Kew-288211",1,103137
"Kew-308879",0.9,103137
"SLB-173431",1,103137
"SLB-159390",0.52,102418
"Kew-308804",0.52,102418
"Kew-288211",0.9,102418
"Kew-308879",0.61,102418
"SLB-173431",1,102418
"SLB-159390",0.52,102417
"Kew-308804",0.52,102417
"Kew-288211",1,102417
"Kew-308879",1,102417
"SLB-173431",1,102417
"SLB-159390",0.13,103135
"Kew-308804",0.54,103135
"Kew-288211",1,103135
"Kew-308879",1,103135
"SLB-173431",1,103135
"SLB-159390",0.32,102416
"Kew-308804",0.54,102416
"Kew-288211",1,102416
"Kew-308879",1,102416
"SLB-173431",1,102416
"SLB-159390",0.28,102415
"Kew-308804",0.54,102415
"Kew-288211",0.32,102415
"Kew-308879",0.22,102415
"SLB-173431",0.4,102415
"SLB-159390",0.06,103134
"Kew-308804",0.55,103134
"Kew-288211",1,103134
"Kew-308879",1,103134
"SLB-173431",1,103134
"SLB-159390",0.16,103133
"Kew-308804",0.55,103133
"Kew-288211",1,103133
"Kew-308879",1,103133
"SLB-173431",1,103133
"SLB-159390",0.16,102414
"Kew-288211",1,102414
"Kew-308879",0.72,102414
"SLB-173431",1,102414
"SLB-159390",0.16,102413
"Kew-308804",0.55,102413
"Kew-288211",1,102413
"Kew-308879",1,102413
"SLB-173431",1,102413
"SLB-159390",0.04,103132
"Kew-308804",0.55,103132
"Kew-288211",0.78,103132
"Kew-308879",0.48,103132
"SLB-173431",0.98,103132
"SLB-159390",0.04,103131
"Kew-308804",0.55,103131
"Kew-288211",0.99,103131
"Kew-308879",0.91,103131
"SLB-173431",1,103131
"SLB-159390",0.04,102411
"Kew-308804",0.55,102411
"Kew-288211",0.99,102411
"Kew-308879",0.91,102411
"SLB-173431",1,102411
"SLB-159390",0.31,101699
"Kew-288211",1,101699
"Kew-308879",1,101699
"SLB-173431",0.98,101699
"SLB-159390",0.21,100980
"Kew-288211",0.99,100980
"Kew-308879",1,100980
"SLB-173431",0.66,100980
"SLB-159390",0.17,100979
"Kew-288211",0.88,100979
"Kew-308879",1,100979
"SLB-173431",0.52,100979
"SLB-159390",0.37,101698
"Kew-308804",0.52,101698
"Kew-288211",1,101698
"Kew-308879",1,101698
"SLB-173431",1,101698
"SLB-159390",0.37,101697
"Kew-308879",0.75,101697
"SLB-173431",1,101697
"SLB-159390",0.37,100978
"Kew-288211",1,100978
"Kew-308879",1,100978
"SLB-173431",1,100978
"SLB-159390",0.37,100977
"Kew-288211",0.5,100977
"Kew-308879",1,100977
"SLB-173431",1,100977
"SLB-159390",0.25,101696
"Kew-288211",1,101696
"Kew-308879",1,101696
"SLB-173431",1,101696
"SLB-159390",0.25,101695
"Kew-288211",1,101695
"Kew-308879",1,101695
"SLB-173431",1,101695
"SLB-159390",0.25,100976
"Kew-288211",0.5,100976
"Kew-308879",1,100976
"SLB-173431",1,100976
"Kew-308804",1,106729
"Kew-308804",1,106728
"Kew-308804",1,106727
"Kew-308804",1,106726
"Kew-308804",1,106725
"Kew-308804",1,106010
"Kew-308804",0.45,106005
"Kew-308804",0.99,106004
"Kew-308804",0.99,106003
"Kew-308804",0.99,105283
"Kew-308804",0.99,105282
"Kew-308804",0.99,105281
"Kew-308804",0.56,102410
"Kew-288211",0.92,102410
"Kew-308879",0.84,102410
"SLB-173431",1,102410
"Kew-308804",0.56,102409
"Kew-288211",0.92,102409
"Kew-308879",0.84,102409
"SLB-173431",1,102409
"Kew-308804",0.55,101689
"Kew-288211",0.88,101689
"Kew-308879",0.81,101689
"SLB-173431",0.97,101689
"Kew-308804",0.54,101688
"Kew-288211",0.78,101688
"Kew-308879",0.72,101688
"SLB-173431",0.86,101688
"Kew-308804",0.5,100968
"Kew-288211",0.78,100968
"Kew-308879",0.71,100968
"SLB-173431",0.86,100968
"Kew-308804",1,105280
"Kew-308804",1,104560
"Kew-308804",1,104559
"Kew-308804",1,104558
"Kew-308804",1,103838
"Kew-308804",1,103837
"Kew-308804",1,103836
"Kew-308804",1,103116
"Kew-308804",1,103115
"Kew-308804",1,103114
"Kew-308804",1,103113
"Kew-308804",1,102393
"Kew-308804",1,102392
"Kew-308804",1,101672
"Kew-308804",1,101671
"Kew-308804",1,100950
"Kew-308879",0.33,100301
"Kew-308879",0.45,99581
"Kew-288211",0.01,100295
"Kew-308879",0.43,100295
"Kew-308879",0.3,99574
"Kew-308879",0.28,99573
"Kew-308879",0.36,100292
"Kew-308879",0.42,100291
"Kew-308879",0.3,99571
"Kew-308879",0.19,98859
"Kew-288211",0.22,98858
"Kew-308879",0.5,98858
"Kew-288211",0.16,98857
"Kew-308879",0.46,98857
"Kew-308879",0.2,98138
"Kew-308879",0.3,98137
"SLB-159390",0.44,98856
"Kew-288211",0.7,98856
"Kew-308879",0.7,98856
"SLB-173431",0.83,98856
"Kew-308879",0.23,98855
"Kew-288211",0.04,98136
"Kew-308879",0.39,98136
"Kew-308879",0.35,98135
"Kew-308879",0.2,98854
"Kew-308879",0.21,98853
"Kew-308879",0.17,98134
"Kew-308879",0.22,98133
"Kew-308879",0.16,97415
"Kew-308879",0.14,97414
"Kew-308879",0.17,97413
"Kew-308879",0.18,96694
"Kew-308879",0.2,96693
"SLB-159390",0.08,97412
"Kew-288211",0.3,97412
"Kew-308879",0.47,97412
"SLB-173431",0.19,97412
"Kew-308879",0.2,97411
"SLB-159390",0.05,96692
"Kew-288211",0.27,96692
"Kew-308879",0.45,96692
"SLB-173431",0.13,96692
"Kew-308879",0.19,96691
"Kew-308879",0.16,95973
"Kew-308879",0.18,95971
"Kew-308879",0.12,95252
"Kew-308879",0.16,95251
"Kew-308879",0.12,94532
"Kew-308879",0.49,100290
"Kew-288211",0.01,100289
"Kew-308879",0.51,100289
"Kew-288211",0.13,99570
"Kew-308879",0.41,99570
"Kew-288211",0.16,99569
"Kew-308879",0.43,99569
"Kew-288211",0.03,100288
"Kew-308879",0.51,100288
"SLB-159390",0.82,100286
"Kew-288211",0.94,100286
"Kew-308879",0.89,100286
"SLB-173431",0.94,100286
"SLB-159390",0.72,100285
"Kew-288211",0.94,100285
"Kew-308879",0.89,100285
"SLB-173431",0.83,100285
"SLB-159390",0.27,99566
"Kew-288211",0.65,99566
"Kew-308879",0.84,99566
"SLB-173431",0.31,99566
"SLB-159390",0.29,99565
"Kew-288211",0.67,99565
"Kew-308879",0.85,99565
"SLB-173431",0.33,99565
"Kew-308879",0.45,100284
"SLB-159390",0.86,99564
"Kew-308804",0.49,99564
"Kew-288211",0.94,99564
"Kew-308879",0.89,99564
"SLB-173431",1,99564
"SLB-159390",0.74,99563
"Kew-288211",0.94,99563
"Kew-308879",0.89,99563
"SLB-173431",0.86,99563
"Kew-288211",0.41,99562
"Kew-308879",0.77,99562
"Kew-288211",0.07,98849
"Kew-308879",0.37,98849
"Kew-308879",0.16,98130
"SLB-159390",0.15,98129
"Kew-288211",0.2,98129
"Kew-308879",0.58,98129
"SLB-173431",0.25,98129
"Kew-288211",0.08,98848
"Kew-308879",0.38,98848
"SLB-159390",0.26,98847
"Kew-288211",0.02,98847
"Kew-308879",0.16,98847
"SLB-173431",0.17,98847
"Kew-288211",0.01,98127
"Kew-308879",0.11,98127
"Kew-288211",0.01,98846
"Kew-308879",0.13,98846
"SLB-173431",0.01,98846
"SLB-159390",0.09,98126
"Kew-288211",0.01,98126
"Kew-308879",0.14,98126
"SLB-173431",0.06,98126
"SLB-159390",0.63,98125
"Kew-308804",0.28,98125
"Kew-288211",0.02,98125
"Kew-308879",0.16,98125
"SLB-173431",0.38,98125
"SLB-159390",0.79,98844
"Kew-308804",0.49,98844
"Kew-288211",0.94,98844
"Kew-308879",0.89,98844
"SLB-173431",1,98844
"SLB-159390",0.79,98843
"Kew-308804",0.49,98843
"Kew-288211",0.94,98843
"Kew-308879",0.89,98843
"SLB-173431",1,98843
"SLB-159390",0.71,98123
"Kew-308804",0.33,98123
"Kew-288211",0.22,98123
"Kew-308879",0.32,98123
"SLB-173431",0.58,98123
"SLB-159390",0.35,98842
"Kew-288211",0.78,98842
"Kew-308879",0.99,98842
"SLB-173431",0.41,98842
"SLB-159390",0.87,98841
"Kew-288211",1,98841
"Kew-308879",1,98841
"SLB-173431",1,98841
"SLB-159390",0.75,98122
"Kew-308804",0.33,98122
"Kew-288211",0.22,98122
"Kew-308879",0.32,98122
"SLB-173431",0.58,98122
"SLB-159390",0.87,98121
"Kew-308804",0.53,98121
"Kew-288211",1,98121
"Kew-308879",1,98121
"SLB-173431",1,98121
"Kew-288211",0.05,97410
"Kew-308879",0.27,97410
"SLB-159390",0.25,97409
"Kew-288211",0.38,97409
"Kew-308879",0.44,97409
"SLB-173431",0.53,97409
"Kew-288211",0.05,96689
"Kew-308879",0.27,96689
"SLB-159390",0.39,97408
"Kew-308804",0.28,97408
"Kew-288211",0.02,97408
"Kew-308879",0.16,97408
"SLB-173431",0.38,97408
"SLB-159390",0.39,97407
"Kew-288211",0.02,97407
"Kew-308879",0.16,97407
"SLB-173431",0.38,97407
"SLB-159390",0.39,96688
"Kew-288211",0.01,96688
"Kew-308879",0.16,96688
"SLB-173431",0.38,96688
"SLB-159390",0.39,96687
"Kew-288211",0.01,96687
"Kew-308879",0.16,96687
"SLB-173431",0.38,96687
"SLB-159390",0.45,97406
"Kew-288211",0.01,97406
"Kew-308879",0.16,97406
"SLB-173431",0.38,97406
"SLB-159390",0.45,97405
"Kew-308804",0.28,97405
"Kew-288211",0.02,97405
"Kew-308879",0.16,97405
"SLB-173431",0.38,97405
"SLB-159390",0.45,96686
"Kew-308879",0.16,96686
"SLB-173431",0.38,96686
"SLB-159390",0.53,97404
"Kew-308804",0.33,97404
"Kew-288211",0.22,97404
"Kew-308879",0.24,97404
"SLB-173431",0.58,97404
"SLB-159390",0.53,97403
"Kew-308804",0.33,97403
"Kew-288211",0.22,97403
"Kew-308879",0.3,97403
"SLB-173431",0.58,97403
"SLB-159390",0.53,96684
"Kew-308804",0.33,96684
"Kew-288211",0.22,96684
"Kew-308879",0.32,96684
"SLB-173431",0.58,96684
"SLB-159390",0.41,96683
"Kew-288211",0.22,96683
"Kew-308879",0.32,96683
"SLB-173431",0.44,96683
"SLB-159390",0.23,97402
"Kew-308804",0.33,97402
"Kew-288211",0.22,97402
"Kew-308879",0.32,97402
"SLB-173431",0.58,97402
"SLB-159390",0.63,96682
"Kew-308804",0.45,96682
"Kew-288211",0.76,96682
"Kew-308879",0.75,96682
"SLB-173431",1,96682
"SLB-159390",0.63,96681
"Kew-308804",0.45,96681
"Kew-288211",0.76,96681
"Kew-308879",0.75,96681
"SLB-173431",1,96681
"Kew-288211",0.13,95970
"Kew-308879",0.31,95970
"SLB-159390",0.19,95969
"Kew-308804",0.35,95969
"Kew-288211",0.34,95969
"Kew-308879",0.41,95969
"SLB-173431",0.7,95969
